Tweet,Message/tweets,positive,negative,polarity
1914,"Climate change has made Canadas food prices way more volatile during the past five years said Sylvain Charlebois director of the AgriFood Analytics Lab at Dalhousie University in Nova Scotia.
httpst.cokBlm814Nju",,volatile,negative
1915, timberjack2004 On January 20th 2020 the university of Saskatchewan Dalhousie was given a grant of 1 million to find a vaccine for t,,,neutral
1916, SPJHPE Huge shout out to former Python Caleb Sooley on his commitment to play for the Dalhousie Tigers next season Looking forward t,commitment,,positive
1917, SPJHPE Huge shout out to former Python Caleb Sooley on his commitment to play for the Dalhousie Tigers next season Looking forward t,commitment,,positive
1918,Huge shout out to former Python Caleb Sooley on his commitment to play for the Dalhousie Tigers next season Looking forward to following your university career Our SPJHPythons community is super proud of you Keep working hard PythonAlumni RoleModel httpst.cozMYCxRvcgf,"commitment, proud, super",hard,positive
1919, AquaCanada Researching Aquaculture  Dalhousie University httpst.co9yRqicHD6J via YouTube,,,neutral
1920, AquaCanada Researching Aquaculture  Dalhousie University httpst.co9yRqicHD6J via YouTube,,,neutral
1921,Researching Aquaculture  Dalhousie University httpst.co9yRqicHD6J via YouTube,,,neutral
1922, entrevestor ICYMI Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie Univ,rapid,,positive
1923, Limpetman If I had to choose a team to work through a global pandemic with never thought Id say that it would be the dalagricult,work,,positive
1924," DouglasResearch CIC IMAGING SERIES LECTURE
Wednesday 25. March 2020  1100

Please join us for an upcoming CIC Seminar by Vlad Drob",,,neutral
1925,"CIC IMAGING SERIES LECTURE
Wednesday 25. March 2020  1100

Please join us for an upcoming CIC Seminar by Vlad Drobnin PhD Student FORBOW program Dalhousie University.
httpst.co0PC7AhiAYE
 Please note that this seminar will be given by Zoom httpst.coZHMqSqm522",,,neutral
1926, entrevestor ICYMI Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie Univ,rapid,,positive
1927,If I had to choose a team to work through a global pandemic with never thought Id say that it would be the dalagriculture and Dalhousie University teams....you guys are incredible DalProud AggiesOnceAggiestwice,"incredible, work",,positive
1928,BroWhipItOut Dalhousie University in Halifax NS,,,neutral
1929, entrevestor ICYMI Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie Univ,rapid,,positive
1930, ogeltdm  Examining the Legal Framework Guaranteeing Discharge of Decommissioning Liabilities by Insolvent Oil Companies in Nig,,insolvent,negative
1931," Examining the Legal Framework Guaranteeing Discharge of Decommissioning Liabilities by Insolvent Oil Companies in Nigeria Lessons from Canadas Regulatory Regime
By U. Udo Schulich School of Law Dalhousie University
httpst.coAGdRNZLtP5
SchulichLaw DalhousieU",,insolvent,negative
1932,ICYMI Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University who is looking for biomarkers that indicate the severity of the illness caused by the novel coronavirus. httpst.cozt75nUGCjM httpst.coZF6A7DqYAK,rapid,"illness, severity",negative
1933,NStebanuk We just made announcement in regards to Red line CTrains running 25 minute behind schedule from University to Tuscany and 10 minute behind schedule from Dalhousie to Downtown Core.,,,neutral
1934, globalhalifax University students in Halifax are volunteering to run errands walk pets and buy groceries for healthcare workers tied,,,neutral
1935, globalhalifax University students in Halifax are volunteering to run errands walk pets and buy groceries for healthcare workers tied,,,neutral
1936, globalhalifax University students in Halifax are volunteering to run errands walk pets and buy groceries for healthcare workers tied,,,neutral
1937, GlobalGraeme University students in Halifax are volunteering to run errands walk pets and buy groceries for healthcare workers tied t,,,neutral
1938, gillbrook ArleneDickinson I made cream of broccoli soup for my daughter  her favorite home made soup who finally made it back from,favorite,,positive
1939, SKMooreNS Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University wh,rapid,,positive
1940, DalhousieESL In February we received a group of Chilean students for our Winter English program.They took classeswent on educational,,,neutral
1941, IsmaelAquino Presumptive COVID19 case connected to Dalhousie University httpst.cosU8j9giXks,,,neutral
1942,PamR ArleneDickinson Hi pamrrt  I used to work as an Administrator at the School of Health Sciences at Dalhousie University  they have a program to train s. I didnt fully appreciate what s do until I had a MG crisis see my pinned tweet for a link to a story from HealthNS . ,"appreciate, work",crisis,positive
1943, IsmaelAquino Presumptive COVID19 case connected to Dalhousie University httpst.cosU8j9giXks,,,neutral
1944,Presumptive COVID19 case connected to Dalhousie University httpst.cosU8j9giXks,,,neutral
1945, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1946, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1947, dalagriculture An apple a day keeps the doctor away weve all heard the age old saying encouraging us to eat plenty of fruit everyd,encouraging,,positive
1948,A Look at the Financial Supporters of Dalhousie University Dalhousie Halifax HalifaxCriminalElite DSU NovaScotia httpst.covuEkk9jY6y httpst.co2ytZi0K89J,,,neutral
1949,A Message from Dalhousie University President Deep Saini httpst.coG3laAzx11d via YouTube,,,neutral
1950,An apple a day keeps the doctor away weve all heard the age old saying encouraging us to eat plenty of fruit everyday. But one researcher at Dalhousie University Faculty of Agriculture is taking the importance of eating fruit one step further. httpst.cod6dkCILmMY httpst.coKwCO81TzaO,encouraging,,positive
1951," Brightdejoseph Althabasca University
University of Windsor
Burma university
Dalhousie University
Trinity  University Western
Qu",,,neutral
1952,ptcharge biologylabs If you want to DM me your email I can forward you the instructions we got at Dalhousie University ,,,neutral
1953, BrettCBC New Covid19 case connected to Dalhousie University according to a message to all staffstudents. httpst.coGUMIdxomUq,,,neutral
1954, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1955,Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University who is looking for biomarkers that indicate the severity of the illness caused by the novel coronavirus. httpst.cozt75nUGCjM httpst.coNKF8VoSR5A,rapid,"illness, severity",negative
1956, NatashaPace Here is a statement sent from the President of Dalhousie University following a presumptive positive COVID19 case connect,positive,,positive
1957,In February we received a group of Chilean students for our Winter English program.They took classeswent on educational outings and significantly improved their English proficiency while making longlasting connections among themselves and the Dalhousie University community httpst.coV9EQ3puTwA,improved,,positive
1958,One of the hardest things this week was saying goodbye to our great interns from Dalhousie University and University of Waterloo. Many in our studio didnt get to see them before they left their positions early to return home. Thank you Travis Nicole John T goodhealth,"great, thank",,positive
1959,Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University who is looking for biomarkers that indicate the severity of the illness caused by the novel coronavirus writes entrevestor. httpst.coTUhKL62pnt,rapid,"illness, severity",negative
1960, CACBT Although CACBT has made the difficult decision to cancel this years conference we will be back with our annual conference in M,,difficult,negative
1961, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1962, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1963, entrevestor Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University,rapid,,positive
1964, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1965, entrevestor Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University,rapid,,positive
1966, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1967, globalhalifax WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of C,,,neutral
1968,WATCH Research Nova Scotia has just commited 600000 to Infectious Disease Expert Dr. David Kelvin and his team of COVID19 researchers at Dalhousie University. researchNS. httpst.co2MdhBYt71v httpst.coKIb4PDOUi8,,,neutral
1969, NatashaPace Presumptive COVID19 case connected to Dalhousie University httpst.co6UIwpKgNh1,,,neutral
1970, NatashaPace Presumptive COVID19 case connected to Dalhousie University httpst.co6UIwpKgNh1,,,neutral
1971,Presumptive COVID19 case connected to Dalhousie University httpst.co6UIwpKgNh1,,,neutral
1972, CTVAtlantic Dalhousie University in Halifax has been connected to a presumptive positive case of COVID19. httpst.coq729V6gaWU,positive,,positive
1973, Michael99161326 Food Theres a reported shortage of chicken in Toronto grocery stores. Food specialist Professor Sylvain Charlebois,,shortage,negative
1974, entrevestor Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University,rapid,,positive
1975, entrevestor Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University,rapid,,positive
1976,Research Nova Scotia is contributing 600000 in rapid response match funding to Dr. David Kelvin of Dalhousie University who is looking for biomarkers that indicate the severity of the illness caused by the novel coronavirus. httpst.cozt75nUGCjM httpst.co72VOMJ2HEm,rapid,"illness, severity",negative
1977, sclrship Dalhousie University Master and PhD Scholarship amp8211 Canada 2020 httpst.co7MJSWNeoJ5,master,,positive
1978,"If youre not following halifaxnoisetv youre missing stuff like this

From podstarter.io  We are so honoured that we got a chance to help Research Nova Scotia  tell the story of the amazing COVID19 research being done at Dalhousie University. P httpst.coC1oslQ9j2l httpst.coeDxmkkmOZs","amazing, like",,positive
1979, BrettCBC New Covid19 case connected to Dalhousie University according to a message to all staffstudents. httpst.coGUMIdxomUq,,,neutral
1980, mediapartylies ezralevant Person in Halifax just admitted on 95.7 radio that they went through 3 airports in China. Then landed in Va,,,neutral
1981, REV250BOS Rev250 event of the day  OTD March 27 1776 the bulk of the British evacuation fleet hovering in off shore Massachusetts,,,neutral
1982, hfxpublib BookFaceFriday is our favourite day of the week. Weve done a roundup of all our past staff BookFace photos on our blog. h,,,neutral
1983,Superstore has confirmed that an employee of the Bedford Superstore has tested positive for COVID19. Halifax,positive,,positive
1984, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
1985, ListerLaneCem Remembering Anthony Bancroft who died otd in 1876 aged 51 years. Anthony was a chemist and druggist based on Harriso,,died,negative
1986,"We are extending a huge gratitude of thanks to all of the keyworkers in our Rounders community.
Join us in saying Thank You to Margaret Preece. Margaret usually winds down playing at Halifax Rounders Club. These days she provides her services as a much needed carer. httpst.cobKb9aswoC9","gratitude, thank",,positive
1987,untypicalboro PaulWYI ToshWarwick RobSkilbeck camsell59 JohnnyTheNic guyrbailey played 0. Ive just googled him and his football league appearance record is Halifax Town played 1. Thats just enough to prove that he actually existed.,enough,,positive
1988, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
1989, globalhalifax It will be at least one more month before youll be able to visit a library in Halifax httpst.coWZRlUQOfZb,,,neutral
1990,cllrawilkinson ThePieceHall Or Halifax Town not getting our chance to shine at Wembley and gain promotion  again.,"gain, shine",,positive
1991, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
1992,SamStorey Switching to Last Tango in Halifax,,,neutral
1993,Historic England Upgrade Halifax Coal Drops to 2 Star httpst.cogDFJcoOM5C via UKChange,,,neutral
1994,wtpact5js Self isolation after visiting snow bird mom in Florida. 14 days finished next week. But will still pretty much stay home. From Halifax Nova Scotia  ,pretty,isolation,neutral
1995, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
1996, BikeMayorHfx Inspired by rapid change around the world I collaborated with IBIKEHFX WalknRollHfx amp bicyclens on a letter to Hali,rapid,,positive
1997, TwitCoast .iwaldron2165 wrote the book on environmental racismliterally. Then EllenPage read and loved it so much she helped Dr. W,"helped, loved",,positive
1998,Zoneman39 lovedovesophia Oh I guess I cant anyways Halifax is my landing spot.,,,neutral
1999,HalifaxBank Hi Halifax Was on the phone 3 12 hours this afternoon to request a payment break on loan and CCard to be told I can only have it next month. A month too late... Can you get someone to contact me asap please self employed with a family and pregnant partner due.,,break,negative
2000, hfxpublib BookFaceFriday is our favourite day of the week. Weve done a roundup of all our past staff BookFace photos on our blog. h,,,neutral
2001,HalifaxRLFC Id go back to the 2010 grand final and take my boy,grand,,positive
2002,DonMillsHFX If the message on our meal voucher was an indication it was a controllable cause AirCanada httpst.coUm4hOxgRYS,,,neutral
2003,"Rev250 event of the day  OTD March 27 1776 the bulk of the British evacuation fleet hovering in off shore Massachusetts Bay finally sailed toward Halifax Nova Scotia. 

A few warships remained to harass American shipping.",,harass,negative
2004," AnneChoma gentlemanjack fans immediate call to arms

VOTE PIECE HALL to bring the trophy home for Anne Lister and Halifax 

Vote","fans, trophy",,positive
2005, HalifaxBank To help support our customers between 6th April and 6th July 2020 we wont charge any interest on the first 300 of your,support,,positive
2006,SamGreenwood11 HalifaxRLFC  you know the score mate,,,neutral
2007,I dont want to Halifax smh httpst.coXk9XLWD8Fv,,,neutral
2008, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2009,TimBurgess BoneheadsPage Halifax,,,neutral
2010," ScotiaRaimu TPSGuy Halifax Mooseheads is a SUPER tough one.

Nathan MacKinnon and Jonathan Drouin were both instrumental in the tea","instrumental, super, tough",,positive
2011,lconnelly1981 HOTCEOHalifax He never says that to me  I usually get what do you want but I still love him and I am very grateful for his help,"grateful, love",,positive
2012,BookFaceFriday is our favourite day of the week. Weve done a roundup of all our past staff BookFace photos on our blog. httpst.coo148BIqGuw Halifax httpst.colCiZIRjwX7,,,neutral
2013,Crash528 When my MIL flew back last week she said there was lots of information distributed at the Halifax airport nothing at the Montreal airport.,,,neutral
2014,Yarmouth County man arrested on 9 counts of arson  Halifax  httpst.coDQM3WTBoMq httpst.coYkDCLSpmOX,,,neutral
